date	cad_us	aud_us	cny_us	eur_us	jpy_us
19960605	0.2422536813	0.5014432328	0.0555862587	0.5304505908	0.4203040374
19960606	0.243751994	0.4934252726	0.0556610498	0.5317491235	0.4195769779
19960607	0.2435212986	0.5020846697	0.0556161741	0.5239579275	0.4172798886
19960610	0.2445599609	0.5051314945	0.0556610498	0.5246071939	0.4201828052
19960611	0.2425991926	0.5020846697	0.0556460909	0.5251266069	0.4146300572
19960612	0.2404135151	0.5006414368	0.0557358499	0.5294117647	0.4217605589
19960613	0.2401837971	0.500801796	0.0558555487	0.53200883	0.4248053085
19960614	0.2430601105	0.5028864657	0.0559154067	0.5317491235	0.4182461101
19960617	0.2401837971	0.5009621552	0.0558405851	0.5391507596	0.4206678672
19960618	0.238692266	0.4966324567	0.0558106589	0.5472016621	0.4360074785
19960619	0.2406433003	0.4956703015	0.0559004417	0.541747825	0.4335292747
19960620	0.2413330596	0.4967928159	0.0559902374	0.53837164	0.4309370217
19960621	0.243751994	0.4982360487	0.0561249552	0.5310998572	0.4190927156
19960624	0.2496576634	0.4988774856	0.0561548964	0.533956629	0.4221251908
19960625	0.2503553625	0.4998396408	0.056080046	0.5347357486	0.4221251908
19960626	0.2486122687	0.4988774856	0.056080046	0.5365536943	0.4143896912
19960627	0.2450220288	0.4966324567	0.0560201721	0.5447344501	0.4198192422
19960628	0.2449064864	0.4951892239	0.0558555487	0.5400597325	0.4123501181
19960701	0.2451375881	0.494547787	0.0559154067	0.5407089988	0.4128294489
19960702	0.2493090447	0.4860487492	0.0560052046	0.5385014933	0.404964932
19960703	0.2481480927	0.487491982	0.0561548964	0.5451240099	0.4054388902
19960704	0.2497739038	0.4884541373	0.0561399256	0.5412284119	0.4042546387
19960705	0.2397245625	0.5067350866	0.0561698676	0.5395403194	0.3994215545
19960708	0.2373179804	0.5038486209	0.0563645254	0.5374626672	0.3994215545
19960709	0.2402986477	0.505452213	0.0565892063	0.5373328139	0.4037815386
19960710	0.2404135151	0.5115458627	0.0567540238	0.5374626672	0.4042546387
19960711	0.236974785	0.5084990378	0.0567690094	0.5426567978	0.4056759982
19960712	0.2382339032	0.5093008339	0.0567839953	0.5404492923	0.3982481739
19960715	0.2359460999	0.5064143682	0.0566940851	0.5439553305	0.4060318216
19960716	0.237661326	0.4980756895	0.0569038957	0.5761589404	0.416797308
19960717	0.2336649604	0.492944195	0.0568889069	0.5717439294	0.4252937688
19960718	0.2432906707	0.5	0.0569638546	0.5682378912	0.428600306
19960719	0.2411030725	0.5006414368	0.0568889069	0.5718737826	0.4355111022
19960722	0.237775808	0.4972738935	0.0570687964	0.5758992339	0.4401166841
19960723	0.2356035049	0.5001603592	0.0571887517	0.569146864	0.4355111022
19960724	0.2360603316	0.4998396408	0.0572187441	0.5661602389	0.4279867419
19960725	0.2305959407	0.4939063502	0.0572637354	0.5777171796	0.4304443997
19960726	0.2317312093	0.4927838358	0.0574587353	0.5717439294	0.429091565
19960729	0.2338927753	0.4940667094	0.057503744	0.5753798208	0.4309370217
19960730	0.2326406138	0.4828415651	0.0575337516	0.5774574731	0.4337766819
19960731	0.2317312093	0.4708146248	0.0575637606	0.5835605765	0.4476529956
19960801	0.2330957133	0.4720974984	0.057593771	0.5803142449	0.4446283372
19960802	0.2317312093	0.4719371392	0.0576087768	0.5774574731	0.4481584268
19960805	0.2307093933	0.4714560616	0.0576688035	0.5744708479	0.4513259691
19960806	0.2334372118	0.4754650417	0.057698819	0.5697961304	0.4481584268
19960807	0.2345766184	0.4785118666	0.057743845	0.5670692118	0.4330347351
19960808	0.2362888449	0.4822001283	0.057743845	0.5695364238	0.4301982253
19960809	0.2372035652	0.4815586915	0.0578188956	0.5748604077	0.4305675211
19960812	0.2356035049	0.4793136626	0.0578789425	0.5743409947	0.4372500326
19960813	0.2326406138	0.4810776139	0.0579690237	0.5748604077	0.4374988204
19960814	0.2326406138	0.4844451572	0.058059118	0.5665497987	0.4317999871
19960815	0.2324131635	0.4878127004	0.0580891523	0.5727827555	0.4351390617
19960816	0.2329819136	0.4871712636	0.0581342065	0.5657706791	0.4367527341
19960819	0.2345766184	0.5009621552	0.0581792639	0.5695364238	0.4351390617
19960820	0.2329819136	0.491340603	0.0581942837	0.5682378912	0.4294602474
19960821	0.2324131635	0.5004810776	0.05810417	0.5734320218	0.4274962979
19960822	0.2382339032	0.5009621552	0.0581342065	0.5648617063	0.429583187
19960823	0.2367460716	0.5004810776	0.05810417	0.5766783535	0.4317999871
19960826	0.2367460716	0.5004810776	0.05810417	0.57693806	0.4367527341
19960827	0.2393803128	0.4947081462	0.0581342065	0.5784962992	0.4372500326
19960828	0.2425991926	0.5011225144	0.0581792639	0.5797948318	0.427864097
19960829	0.2408731528	0.5014432328	0.058209304	0.5795351253	0.428600306
19960830	0.2393803128	0.4975946119	0.0582243246	0.5787560057	0.4216390596
19960902	0.2382339032	0.4977549711	0.0582543668	0.5723931957	0.4195769779
19960903	0.2374324122	0.5019243105	0.0582693885	0.5748604077	0.418004422
19960904	0.237775808	0.5009621552	0.0582543668	0.5796649786	0.4233420826
19960905	0.2338927753	0.5059332906	0.0582844105	0.5740812881	0.418004422
19960906	0.2338927753	0.5131494548	0.0583144557	0.5688871575	0.4183669873
19960909	0.2367460716	0.512508018	0.0583445023	0.5642124399	0.418004422
19960910	0.2367460716	0.51411161	0.0583595261	0.5522659395	0.4119908494
19960911	0.2360603316	0.5112251443	0.0583745504	0.5522659395	0.4060318216
19960912	0.2352610597	0.5105837075	0.0583895749	0.5507077003	0.4071004544
19960913	0.237775808	0.4993585632	0.0584196251	0.5491494611	0.4041363315
19960916	0.236974785	0.4969531751	0.0584797299	0.5543435917	0.4067440495
19960917	0.2365174249	0.4995189224	0.0585248123	0.5514868199	0.4056759982
19960918	0.2356035049	0.4956703015	0.0585548691	0.5553824179	0.4189717055
19960919	0.236974785	0.499198204	0.0586300172	0.5518763797	0.4157127915
19960920	0.2406433003	0.500801796	0.058720207	0.5540838852	0.4090045638
19960923	0.2408731528	0.5020846697	0.0588104098	0.5590183093	0.4096007345
19960924	0.2408731528	0.4935856318	0.0588404803	0.5700558369	0.4183669873
19960925	0.241563114	0.4996792816	0.0587953751	0.5618750812	0.4041363315
19960926	0.2397245625	0.5027261065	0.0588555161	0.5535644721	0.400950119
19960927	0.2457156392	0.4988774856	0.0589156629	0.5491494611	0.399069318
19960930	0.2467572007	0.5006414368	0.0589156629	0.5494091676	0.3927615086
19961001	0.2498901613	0.500801796	0.0589156629	0.5462926893	0.3917161487
19961002	0.2496576634	0.5056125722	0.0589156629	0.5433060641	0.3869752363
19961003	0.2486122687	0.5004810776	0.0589457384	0.5456434229	0.391948305
19961004	0.2554907114	0.4972738935	0.0590660552	0.5448643033	0.3873209538
19961007	0.2567797663	0.494547787	0.0590660552	0.5485001948	0.3957909491
19961008	0.2561935726	0.499198204	0.059096138	0.5501882872	0.3892835279
19961009	0.2572490333	0.4996792816	0.059096138	0.5514868199	0.3905566157
19961010	0.2592465174	0.4979153303	0.0591863951	0.5510972601	0.3948573047
19961011	0.2577185778	0.4988774856	0.0592766653	0.5513569666	0.3905566157
19961014	0.2579534542	0.5011225144	0.0593519004	0.5526554993	0.3895148118
19961015	0.2550224831	0.4988774856	0.0594572449	0.5443448903	0.3827265814
19961016	0.2550224831	0.5009621552	0.0595475542	0.5453837164	0.3823833232
19961017	0.2588936551	0.5041693393	0.059622822	0.5409687054	0.3830700233
19961018	0.261720948	0.507055805	0.0595023979	0.5459031295	0.3804416524
19961021	0.2649137007	0.5094611931	0.0591713514	0.5508375536	0.37736986
19961022	0.2662181259	0.505452213	0.0591713514	0.5540838852	0.381354648
19961023	0.2680003292	0.5048107761	0.0591713514	0.5601869887	0.3749908432
19961024	0.2651507103	0.5019243105	0.0591713514	0.5649915595	0.3756696589
19961025	0.2659807991	0.4988774856	0.0591713514	0.5623944942	0.3693619724
19961028	0.2669305301	0.5011225144	0.0591713514	0.5631736138	0.360568801
19961029	0.2676435703	0.5004810776	0.0591713514	0.5713543696	0.3594644067
19961030	0.2714572285	0.5011225144	0.0591713514	0.5739514349	0.3612323663
19961031	0.2749291129	0.500801796	0.0591713514	0.5673289183	0.3626724867
19961101	0.2801048707	0.4971135343	0.0593970459	0.5699259836	0.3699226254
19961104	0.2769713614	0.4950288647	0.0594873465	0.5735618751	0.3651171084
19961105	0.2836143834	0.4931045542	0.0595174496	0.5651214128	0.3602372797
19961106	0.2826447151	0.5009621552	0.0595475542	0.5653811193	0.3626724867
19961107	0.2854356571	0.4882937781	0.0595776602	0.5700558369	0.3832990865
19961108	0.2831294036	0.4942270686	0.059622822	0.5766783535	0.3881283496
19961111	0.2799841252	0.4943874278	0.0596830427	0.5853785223	0.3957909491
19961112	0.2810714868	0.4948685055	0.059667987	0.5743409947	0.3917161487
19961113	0.2799841252	0.4963117383	0.0594572449	0.5781067394	0.3888212084
19961114	0.2769713614	0.4996792816	0.0592616194	0.5752499675	0.3910201794
19961115	0.2739698493	0.4995189224	0.0591713514	0.5782365927	0.3968429073
19961118	0.2691906768	0.5036882617	0.0591412649	0.5861576419	0.3910201794
19961119	0.2702635065	0.5060936498	0.0591412649	0.5830411635	0.3899776284
19961120	0.2724134888	0.5161962797	0.059156308	0.5934294248	0.3910201794
19961121	0.2730117316	0.5330339962	0.0590058939	0.591611479	0.3936921366
19961122	0.271935216	0.5372033355	0.0589156629	0.5817426308	0.3920644144
19961125	0.2691906768	0.5309493265	0.0589156629	0.569146864	0.3775968954
19961126	0.2694289591	0.5319114817	0.0589908545	0.566679652	0.3795299549
19961127	0.2639663657	0.5312700449	0.0590209337	0.5649915595	0.3717200427
19961128	0.2644398925	0.5306286081	0.0590660552	0.5604466952	0.3662314272
19961129	0.2587760691	0.5405708788	0.0589908545	0.5540838852	0.364560683
19961202	0.2597172444	0.5412123156	0.0589908545	0.5488897546	0.3567118554
19961203	0.2606595351	0.5109044259	0.0590058939	0.5377223737	0.3708206995
19961204	0.2563107767	0.5144323284	0.0589758154	0.5347357486	0.3723953846
19961205	0.2528021694	0.5123476588	0.0589758154	0.5399298792	0.3812404524
19961206	0.2496576634	0.5099422707	0.0591412649	0.5455135697	0.3752170349
19961209	0.2547884727	0.5189223861	0.0592315286	0.5360342813	0.3689138057
19961210	0.2512865871	0.5171584349	0.0592616194	0.5366835476	0.3692499011
19961211	0.247916107	0.4995189224	0.0592917116	0.5513569666	0.3746517057
19961212	0.2505880659	0.5030468249	0.0592465738	0.5491494611	0.3719450771
19961213	0.2457156392	0.5019243105	0.0593218053	0.5395403194	0.363782508
19961216	0.2408731528	0.5027261065	0.059381997	0.5452538631	0.364671929
19961217	0.244790961	0.5088197563	0.0594271446	0.5382417868	0.3643382497
19961218	0.2413330596	0.5009621552	0.0594873465	0.5365536943	0.3664545262
19961219	0.2406433003	0.505452213	0.0595475542	0.5291520582	0.3626724867
19961220	0.2397245625	0.5064143682	0.059622822	0.5368134009	0.3599059325
19961223	0.2413330596	0.5117062219	0.0595174496	0.5351253084	0.3622290231
19961224	0.2428296178	0.5088197563	0.0594722955	0.5346058953	0.3579214966
19961225	0.2428296178	0.5035279025	0.0594873465	0.5343461888	0.3552852708
19961226	0.2445599609	0.507055805	0.0595174496	0.5361641345	0.3525509079
19961227	0.239839346	0.5064143682	0.0594421946	0.537852227	0.3487427206
19961230	0.2374324122	0.5076972418	0.0594421946	0.5381119335	0.3398036392
19961231	0.2365174249	0.506254009	0.0594120951	0.5538241787	0.3417313677
19970102	0.2305959407	0.5	0.0594271446	0.552525646	0.3449575834
19970103	0.2372035652	0.4988774856	0.0594271446	0.5305804441	0.3376687154
19970106	0.2439827571	0.4969531751	0.0594722955	0.5366835476	0.343342386
19970107	0.2532690869	0.4988774856	0.0595325018	0.5362939878	0.3489597084
19970108	0.2584234155	0.4828415651	0.0595927138	0.5268146994	0.34388032
19970109	0.2584234155	0.4842847979	0.0596529316	0.5269445527	0.337136131
19970110	0.2621931418	0.4844451572	0.059667987	0.5164264381	0.3401245122
19970113	0.2637297077	0.480436177	0.0596830427	0.5149980522	0.3361786314
19970114	0.2585409493	0.4830019243	0.0597131553	0.5101934814	0.3318353485
19970115	0.2706214362	0.4762668377	0.0597432693	0.5152577587	0.3318353485
19970116	0.2709795261	0.4810776139	0.0598035017	0.5101934814	0.33554112
19970117	0.2716961866	0.4838037203	0.05983362	0.4898065186	0.3272080347
19970120	0.2744493378	0.4775497114	0.05983362	0.4818854694	0.3201246083
19970121	0.2762499747	0.4786722258	0.0598486798	0.4777301649	0.3208500129
19970122	0.2755292353	0.4761064785	0.0598637398	0.4664329308	0.3100585687
19970123	0.2664555234	0.4688903143	0.0598637398	0.4629268926	0.3064023595
19970124	0.2612490342	0.4700128287	0.0599089223	0.4692897026	0.3105681261
19970127	0.2676435703	0.4700128287	0.059954108	0.4612388002	0.3044815726
19970128	0.2721743167	0.4642398974	0.0600143607	0.4543565771	0.2891355514
19970129	0.2662181259	0.4676074407	0.0600746192	0.4561745228	0.2782177711
19970130	0.2639663657	0.4587876844	0.0601047507	0.4613686534	0.2818995146
19970131	0.26349312	0.4539769083	0.0601650179	0.4574730554	0.2856043011
19970203	0.2674058195	0.458466966	0.0602102221	0.4559148163	0.2833591656
19970204	0.2674058195	0.4560615779	0.0602704995	0.4529281911	0.2756156807
19970205	0.2666929914	0.4554201411	0.0603006404	0.457732762	0.2668348149
19970206	0.2604238577	0.45766517	0.0604362924	0.4509803922	0.2630577602
19970207	0.2604238577	0.4526940346	0.0604362924	0.4463056746	0.2709225589
19970210	0.2550224831	0.4474021809	0.0604362924	0.4477340605	0.2725465413
19970211	0.2543206589	0.4466003849	0.0604362924	0.4331904947	0.2674034865
19970212	0.2547884727	0.4496472097	0.0604362924	0.4255291521	0.2584640051
19970213	0.2590112584	0.4608723541	0.0603458545	0.4247500325	0.2572513279
19970214	0.2614849561	0.4581462476	0.0603006404	0.4200753149	0.2577174421
19970217	0.2586585005	0.4607119949	0.0603157114	0.4125438255	0.2577174421
19970218	0.2550224831	0.4579858884	0.0603609266	0.4192961953	0.2621173077
19970219	0.2493090447	0.4627966645	0.0601047507	0.408907934	0.256506324
19970220	0.2472205589	0.4714560616	0.0600896848	0.4207245812	0.2755195274
19970221	0.2443290286	0.4783515074	0.060059554	0.4174782496	0.2675931667
19970224	0.2467572007	0.4781911482	0.0601047507	0.4318919621	0.2778315509
19970225	0.2491928727	0.4756254009	0.0600746192	0.433320348	0.2838465161
19970226	0.2413330596	0.4772289929	0.059954108	0.419166342	0.279668352
19970227	0.2391508968	0.4753046825	0.059954108	0.4185170757	0.2932819778
19970228	0.2396097958	0.479634381	0.0598637398	0.4148811843	0.2985557547
19970303	0.2411030725	0.4959910199	0.0597733848	0.4107258798	0.2871711574
19970304	0.237775808	0.4956703015	0.0598788003	0.3998182054	0.2785076023
19970305	0.2391508968	0.4889352149	0.0599239838	0.4003376185	0.2883490155
19970306	0.2430601105	0.4934252726	0.0598185607	0.398649526	0.2881525438
19970307	0.2384630511	0.4939063502	0.0598185607	0.3987793793	0.2807343795
19970310	0.2356035049	0.4967928159	0.0598788003	0.4090377873	0.283749014
19970311	0.2406433003	0.5035279025	0.0598938611	0.4074795481	0.2818023323
19970312	0.2457156392	0.5068954458	0.0598788003	0.4102064667	0.2786042443
19970313	0.2428296178	0.5036882617	0.0598486798	0.4057914557	0.2663613443
19970314	0.2430601105	0.5107440667	0.0598486798	0.4130632385	0.2661720634
19970317	0.2374324122	0.5028864657	0.0598035017	0.4125438255	0.2633401923
19970318	0.2338927753	0.4947081462	0.0598035017	0.4255291521	0.2755195274
19970319	0.2286697664	0.4940667094	0.059788443	0.4217634073	0.2725465413
19970320	0.2265226009	0.4924631174	0.059788443	0.4122841189	0.2633401923
19970321	0.2274259493	0.4927838358	0.05983362	0.4204648747	0.2725465413
19970324	0.2274259493	0.4974342527	0.05983362	0.4200753149	0.2707317974
19970325	0.2276519503	0.4892559333	0.0596529316	0.4187767822	0.263151889
19970326	0.2329819136	0.4908595253	0.0596830427	0.4208544345	0.2603346246
19970327	0.2265226009	0.4908595253	0.0597131553	0.4346188807	0.2644712915
19970328	0.2255075854	0.4876523412	0.0597131553	0.4291650435	0.2600536473
19970331	0.2216849969	0.4918216806	0.0598486798	0.4399428646	0.2630577602
19970401	0.2158748799	0.4926234766	0.0598788003	0.4413712505	0.2824829434
19970402	0.2196688678	0.4886144965	0.0597282121	0.4342293209	0.2677829084
19970403	0.211656459	0.4778704298	0.0596378766	0.439163745	0.2743669104
19970404	0.2128752119	0.4757857601	0.0596529316	0.4265679782	0.2582772743
19970407	0.218216029	0.4754650417	0.0596830427	0.4090377873	0.245080007
19970408	0.2168773622	0.4833226427	0.0596830427	0.4060511622	0.2397220597
19970409	0.2148736957	0.4906991661	0.0596980988	0.3965718738	0.2348618603
19970410	0.209997622	0.4908595253	0.0596980988	0.4011167381	0.2452625137
19970411	0.205921043	0.4900577293	0.0596378766	0.3990390858	0.2411701096
19970414	0.2040552457	0.4794740218	0.0596980988	0.3943643683	0.2373767869
19970415	0.2072408105	0.4711353432	0.0597583269	0.3947539281	0.2420770076
19970416	0.2065806434	0.4714560616	0.05983362	0.3930658356	0.2438951272
19970417	0.2040552457	0.4754650417	0.0599089223	0.3978704064	0.2429853456
19970418	0.204493849	0.4708146248	0.0599089223	0.4073496948	0.2438951272
19970421	0.2053718082	0.4778704298	0.059954108	0.4143617712	0.24819054
19970422	0.2091143675	0.4772289929	0.0599390457	0.3985196728	0.2396316784
19970423	0.2118779073	0.4772289929	0.0599842336	0.4034540969	0.2418955129
19970424	0.2118779073	0.4777100706	0.059954108	0.3991689391	0.2411701096
19970425	0.2063607137	0.4764271969	0.0600294248	0.3895597974	0.2399932896
19970428	0.203616893	0.4826812059	0.0599390457	0.3881314115	0.2345930622
19970429	0.2063607137	0.4857280308	0.0599390457	0.3955330477	0.2348618603
19970430	0.2063607137	0.4834830019	0.059999297	0.3872224386	0.2326257536
19970501	0.2171003126	0.4892559333	0.059999297	0.3951434879	0.2375568504
19970502	0.2260713195	0.487491982	0.059999297	0.3912478899	0.23620776
19970505	0.2278780168	0.4828415651	0.0599691706	0.3869627321	0.2366571018
19970506	0.2278780168	0.4775497114	0.0600294248	0.3937151019	0.2478237196
19970507	0.2238188308	0.4778704298	0.0601047507	0.3956629009	0.2503043077
19970508	0.2191097612	0.4836433611	0.0601650179	0.4060511622	0.2639997334
19970509	0.2128752119	0.4791533034	0.0602102221	0.421114141	0.2992557725
19970512	0.2160975414	0.4807568954	0.0602252909	0.4057914557	0.3059974752
19970513	0.2193333554	0.4761064785	0.0602554296	0.4202051682	0.3152762356
19970514	0.215429749	0.4756254009	0.0603006404	0.4209842878	0.3310968559
19970515	0.2345766184	0.4772289929	0.0603609266	0.418646929	0.343342386
19970516	0.2336649604	0.4770686337	0.060406145	0.4226723802	0.343342386
19970519	0.2358318849	0.4730596536	0.0603307828	0.4092974938	0.3447419817
19970520	0.2411030725	0.4730596536	0.0603910718	0.437215946	0.3775968954
19970521	0.2382339032	0.4931045542	0.0603609266	0.4229320867	0.359685131
19970522	0.2332095295	0.4807568954	0.0603307828	0.4199454616	0.3401245122
19970523	0.2310498501	0.4603912765	0.0603307828	0.4203350214	0.3460367113
19970526	0.2302556818	0.4623155869	0.060406145	0.4218932606	0.3385218034
19970527	0.2193333554	0.4579858884	0.0604362924	0.4098169069	0.3340561433
19970528	0.2241562884	0.4587876844	0.0603157114	0.4150110375	0.3444187189
19970529	0.2250568921	0.4600705581	0.0603157114	0.4146214777	0.3374556267
19970530	0.230028925	0.450609365	0.0603609266	0.4073496948	0.3390555799
19970602	0.2328681304	0.445157152	0.0604212185	0.3905986236	0.3342680646
19970603	0.2302556818	0.453014753	0.0603910718	0.3926762758	0.3408738611
19970604	0.2295756089	0.4470814625	0.0604513667	0.3925464225	0.3369232254
19970605	0.2291225561	0.4525336754	0.0603609266	0.3912478899	0.3452811258
19970606	0.2226950295	0.4520525978	0.0601951537	0.3917673029	0.3602372797
19970609	0.2169888293	0.453014753	0.0603307828	0.4065705752	0.3741998025
19970610	0.2175464062	0.4515715202	0.0603458545	0.3957927542	0.3821545862
19970611	0.2177695494	0.4445157152	0.0603307828	0.396701727	0.3931103374
19970612	0.2222459639	0.436497755	0.0601499505	0.3894299442	0.3599059325
19970613	0.2241562884	0.4348941629	0.0602252909	0.3852746397	0.3534246091
19970616	0.2187744907	0.4323284157	0.0602102221	0.3926762758	0.3718325499
19970617	0.2188862314	0.436497755	0.0602554296	0.394234515	0.3713826401
19970618	0.2115457587	0.4321680564	0.0603006404	0.390338917	0.3680184197
19970619	0.2175464062	0.4358563182	0.0604513667	0.3974808466	0.360568801
19970620	0.2156522824	0.4356959589	0.0604513667	0.3972211401	0.3525509079
19970623	0.2167659111	0.4393842207	0.0604362924	0.408388521	0.3544089787
19970624	0.2139848421	0.4355355997	0.0604664413	0.4011167381	0.3536432246
19970625	0.2104396295	0.4348941629	0.0605267434	0.4015062979	0.3652284522
19970626	0.2235939404	0.4340923669	0.0605267434	0.4004674718	0.372170191
19970627	0.2255075854	0.4260744067	0.0605568966	0.3899493572	0.3563823563
19970630	0.2246064599	0.4406670943	0.0605719738	0.3887806778	0.3563823563
19970701	0.2262969275	0.4363373958	0.0605719738	0.3852746397	0.3530968286
19970702	0.2311633687	0.4377806286	0.0605267434	0.3830671341	0.3580315793
19970703	0.2336649604	0.4377806286	0.0604664413	0.3855343462	0.3671242944
19970704	0.2322994631	0.4320076972	0.0604212185	0.383976107	0.3602372797
19970707	0.2286697664	0.4252726106	0.060406145	0.3834566939	0.3770294579
19970708	0.2324131635	0.4284797947	0.0603910718	0.3774834437	0.3710454162
19970709	0.2324131635	0.4257536883	0.060375999	0.3774834437	0.3772563725
19970710	0.2329819136	0.4214239897	0.0604815163	0.3841059603	0.3725080112
19970711	0.2372035652	0.4188582425	0.0605870513	0.3608622257	0.3602372797
19970714	0.2380048221	0.4137267479	0.0605267434	0.3555382418	0.3651171084
19970715	0.2360603316	0.4097177678	0.0604362924	0.3550188287	0.3449575834
19970716	0.2330957133	0.4113213598	0.0603910718	0.3563173614	0.3458207363
19970717	0.229802234	0.4108402822	0.0605267434	0.355148682	0.3428049164
19970718	0.2324131635	0.4222257858	0.0604513667	0.3552785353	0.346576976
19970721	0.229802234	0.4186978833	0.0605116673	0.3534605895	0.3390555799
19970722	0.2269741441	0.4172546504	0.0606775242	0.3347617193	0.3503719662
19970723	0.2214607236	0.4129249519	0.0605418198	0.3350214258	0.3449575834
19970724	0.2241562884	0.4121231559	0.0605568966	0.3293078821	0.3405526009
19970725	0.2210123714	0.4150096216	0.0606021292	0.3237241917	0.3315187434
19970728	0.2196688678	0.4132456703	0.0606322861	0.316582262	0.3216801018
19970729	0.2210123714	0.4267158435	0.0606322861	0.3196987404	0.3159958942
19970730	0.2252822062	0.4262347659	0.0606624445	0.319958447	0.3180567583
19970731	0.2281041489	0.4315266196	0.0606322861	0.3194390339	0.3144548094
19970801	0.2250568921	0.4178960872	0.0606322861	0.3032073757	0.3156873649
19970804	0.2274259493	0.4193393201	0.0606021292	0.299961044	0.318883058
19970805	0.2255075854	0.4151699808	0.0606322861	0.2898324893	0.3073143422
19970806	0.217992757	0.409076331	0.0606775242	0.2861965978	0.3143522091
19970807	0.2171003126	0.4031430404	0.0606322861	0.2934683807	0.3156873649
19970808	0.2142069596	0.4105195638	0.0607227655	0.3095701857	0.3563823563
19970811	0.2118779073	0.4151699808	0.0607378467	0.2978833918	0.339589816
19970812	0.2114350744	0.4193393201	0.060813258	0.2965848591	0.3374556267
19970813	0.2118779073	0.4267158435	0.0607378467	0.3151538761	0.34388032
19970814	0.2142069596	0.4201411161	0.0607830924	0.3164524088	0.3216801018
19970815	0.2139848421	0.4219050674	0.0608434251	0.3303467082	0.3263704314
19970818	0.2163202671	0.4151699808	0.0609037636	0.3164524088	0.3201246083
19970819	0.2097767134	0.4219050674	0.0608283413	0.3148941696	0.3175408887
19970820	0.2125426338	0.4286401539	0.0606775242	0.3028178159	0.3234477882
19970821	0.210550171	0.4345734445	0.060813258	0.3171016751	0.3285715791
19970822	0.2126534772	0.4323284157	0.0608283413	0.3293078821	0.3158930337
19970825	0.2137627884	0.4291212316	0.0608283413	0.3277496429	0.3124060859
19970826	0.2112137532	0.4307248236	0.0608283413	0.3441111544	0.3196069889
19970827	0.2163202671	0.4206221937	0.060798175	0.3398259966	0.312201593
19970828	0.2160975414	0.4134060295	0.0609037636	0.3486560187	0.3108740663
19970829	0.2173233272	0.4058691469	0.0609188491	0.3382677574	0.2910077467
19970901	0.2168773622	0.4026619628	0.0609791949	0.3330736268	0.2910077467
19970902	0.2222459639	0.3954457986	0.060933935	0.3178807947	0.2849200992
19970903	0.2220215284	0.4000962155	0.0608434251	0.3254122841	0.2913038946
19970904	0.2210123714	0.4061898653	0.060813258	0.3285287625	0.2888404787
19970905	0.2246064599	0.4033033996	0.0609188491	0.3389170238	0.2880543323
19970908	0.2241562884	0.4018601668	0.0609188491	0.3342423062	0.2883490155
19970909	0.2213486112	0.3988133419	0.0609641079	0.3315153876	0.312201593
19970910	0.2186627662	0.4008980115	0.0608735936	0.3411245293	0.3088373764
19970911	0.2120994191	0.3866260423	0.0608434251	0.3565770679	0.3035738559
19970912	0.2118779073	0.389512508	0.0609641079	0.3626801714	0.2898246235
19970915	0.2125426338	0.3858242463	0.0609641079	0.3689131282	0.2979563884
19970916	0.2175464062	0.3794098781	0.0611149942	0.3631995845	0.2873673051
19970917	0.2169888293	0.3800513149	0.0610546353	0.3624204649	0.2905144933
19970918	0.2128752119	0.3794098781	0.061084814	0.3573561875	0.2818023323
19970919	0.2160975414	0.3826170622	0.0612206363	0.3603428126	0.2785076023
19970922	0.216543057	0.3874278384	0.0612961059	0.3499545514	0.2816080157
19970923	0.2142069596	0.3858242463	0.0613715846	0.3480067524	0.2797651841
19970924	0.2173233272	0.3938422065	0.0614168761	0.3628100247	0.2969587736
19970925	0.2220215284	0.395766517	0.0614319741	0.3722893131	0.2885455521
19970926	0.2210123714	0.3896728672	0.0614319741	0.3717699	0.2878579578
19970929	0.2229196597	0.3848620911	0.0614017786	0.3696922478	0.2914026432
19970930	0.2241562884	0.3952854394	0.0614470723	0.3699519543	0.2944719787
19971001	0.2291225561	0.3970493906	0.0614470723	0.3603428126	0.2907117457
19971002	0.2328681304	0.3997754971	0.0614470723	0.3620309051	0.2827748735
19971003	0.234804699	0.4010583708	0.0614470723	0.3743669653	0.2794747352
19971006	0.2345766184	0.3919178961	0.0615074691	0.3733281392	0.2806373885
19971007	0.2360603316	0.3922386145	0.0615074691	0.3731982859	0.2757118498
19971008	0.2343486043	0.3986529827	0.0615376697	0.3809894819	0.2883490155
19971009	0.2336649604	0.4093970494	0.0615678717	0.3841059603	0.2880543323
19971010	0.2283303466	0.4159717768	0.0616584866	0.3789118296	0.2987556765
19971013	0.2252822062	0.4180564464	0.0617189038	0.3811193352	0.2895292093
19971014	0.2241562884	0.4127645927	0.061703799	0.3803402156	0.2830669475
19971015	0.2188862314	0.408274535	0.0615980752	0.3844955201	0.2893323478
19971016	0.2188862314	0.4162924952	0.0615527705	0.3852746397	0.3028687978
19971017	0.2191097612	0.4066709429	0.0615980752	0.3680041553	0.2922921171
19971020	0.2210123714	0.4013790892	0.0616584866	0.3695623945	0.2886438447
19971021	0.2148736957	0.3819756254	0.061703799	0.3573561875	0.2908103964
19971022	0.2133188726	0.3644964721	0.061734009	0.3603428126	0.2917978013
19971023	0.214429141	0.3657793457	0.0616433832	0.3738475523	0.2815108813
19971024	0.2128752119	0.3359525337	0.0616886945	0.3674847422	0.2787975759
19971027	0.2014288809	0.3321039128	0.0616735904	0.3850149331	0.2839440343
